Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aanbieding (product.metafields.custom.aanbieding),Aantal Spelers (product.metafields.custom.aantal_spelers),Aantal speler 2 (product.metafields.custom.aantal_speler_2),Aantal Stukjes (product.metafields.custom.aantal_stukjes),Activiteit (product.metafields.custom.activiteit),Demospel (product.metafields.custom.demospel),Inhoud doos (product.metafields.custom.inhoud_doos),Leeftijd (product.metafields.custom.leeftijd),Moeilijkheidsgraad (product.metafields.custom.moeilijkheidsgraad),Soort Product (product.metafields.custom.soort_product),Type Spel (product.metafields.custom.soort_spel),Spelduur (product.metafields.custom.spelduur),Spelmechanisme (product.metafields.custom.spelmechanisme),Taal (product.metafields.custom.taal),Thema (product.metafields.custom.thema),Type Accessoires (product.metafields.custom.type_accessoires),Uitgever (product.metafields.custom.uitgever),Weetjes (product.metafields.custom.weetjes),Wereld (product.metafields.custom.wereld),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aantal productbeoordelingen (product.metafields.reviews.rating_count),Leeftijdsgroep (product.metafields.shopify.age-group),Leeftijdsbeperkingen (product.metafields.shopify.age-restrictions),Kenmerken spelbord (product.metafields.shopify.board-game-features),Bordspelmechanismen (product.metafields.shopify.board-game-mechanics),Type bouwspeelgoed (product.metafields.shopify.building-toy-type),Kleur (product.metafields.shopify.color-pattern),Behendigheidsvaardigheden (product.metafields.shopify.dexterity-skills),Dobbelsteenvorm (product.metafields.shopify.dice-shape),Materiaal versiering/rand (product.metafields.shopify.embellishment-trim-material),Evenementtype (product.metafields.shopify.event-type),Moeilijkheidsgraad spel (product.metafields.shopify.game-difficulty),Gameplay-vaardigheden (product.metafields.shopify.gameplay-skills),Puzzelthema (product.metafields.shopify.puzzle-theme),Type puzzel (product.metafields.shopify.puzzle-type),Aanbevolen leeftijdsgroep (product.metafields.shopify.recommended-age-group),Thema (product.metafields.shopify.theme),Materiaal speelgoed/spel (product.metafields.shopify.toy-game-material),Aanvullende producten (product.metafields.shopify--discovery--product_recommendation.complementary_products),Gerelateerde producten (product.metafields.shopify--discovery--product_recommendation.related_products),Gerelateerde productinstellingen (product.metafields.shopify--discovery--product_recommendation.related_products_display),Productboosts zoeken (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Nederland,Price / Nederland,Compare At Price / Nederland,Included / Belgie,Price / Belgie,Compare At Price / Belgie,Included / Internationaal,Price / Internationaal,Compare At Price / Internationaal,Status
clever,Clever - Dobbelspel,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Het snelle, slimme dobbelspel voor het hele gezin!</b></p>
<p data-mce-fragment=""1"">In Clever zijn alle spelers voortdurend bezig. Daardoor is het tot het einde razend spannend!<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">• Tactisch dobbelspel.</b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">• Veel interactie.</b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">• Spannend tot het einde.</b></p>
<p data-mce-fragment=""1"">In<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">Clever</b><span data-mce-fragment=""1""> </span>rol je met dobbelstenen voor punten. Elke dobbelsteen heeft een eigen kleur, die overeenkomt met een categorie op jouw persoonlijke scoreblad. De dobbelsteen die je na het rollen kiest, vul je op het scoreblad in. Elke kleurencategorie geeft punten op een eigen manier. Zo kruis je met de gele dobbelsteen vakjes aan in de gele categorie en vul je de waarde van de oranje dobbelsteen in bij de lege vakjes van de oranje categorie.</p>
<p data-mce-fragment=""1"">Per beurt moet je drie keer rollen, waarna je telkens één dobbelsteen kiest. Elke lagere dobbelsteen dan degene die je kiest gaat naar het dienblad, waardoor de tegenspelers tijdens jouw beurt gebruik van deze dobbelsteen mogen maken.</p>
<p data-mce-fragment=""1"">Hoe slimmer je kiest, hoe meer kans je hebt op het creëren van<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">kettingreacties.<span data-mce-fragment=""1""> </span></b>Een paars vakje dat je invult kan een bonus geven waarmee je ook een geel vakje aan mag kruisen, waardoor misschien een tweede bonus in werking gaat die je een blauw vakje laat afvinken.<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">Door zo de meeste clevere combo’s op te zetten behaal je de hoogste scores!</b></p>",999Games,Uncategorized,Gezelschapsspel,"Abstract, Dobbelen, Push Your Luck, Puzzelen, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_SVHJ_1.png?v=1697116315,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,"Dobbelen
Push your luck",Nederlands,Abstract,,999Games,"'- Spannend tot de laatste worp
- Voor liefhebbers van Keer op Keer",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever-speelmateriaal_1.png?v=1697116314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/49340_Inhalt.cms-50212-300-auto_1.png?v=1697116316,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-4ever,Clever 4Ever - Dobbelspel,"<p>In de vierde editie van Clever, Clever4ever ga je wederom zoveel mogelijk punten verzamelen. Door middel van 5 verschillende categorieën en de bonusacties probeer je met de dobbelstenen zo slim mogelijk combinaties op je scorevel in te vullen. Dobbelstenen die je niet gebruikt gaan naar het dienblad, waardoor ook je tegenspelers tijdens jouw beurt dobbelstenen kunnen kiezen.</p>
<p>Voor doorgewinterde Clever-spelers is dit bekend terrein. Nieuwe categorieën geven nieuwe uitdagingen. Ook nieuw is de actie “Zilver poetsen”. Door deze actie kun je een dobbelsteen tijdelijk kunt verhogen of verlagen. Dit geeft nog meer tactische keuzes in deze uitdagende roll &amp; write!</p>
<p>Alle categorieën zitten weer vol met bonussen die combinaties en kettingreacties kunnen veroorzaken. Wie zo slim mogelijk deze combinaties weet te gebruiken, wint Clever 4ever.</p>
<p>Er zijn dus volop nieuwe mogelijkheden, combo’s en kettingreacties. Een must voor de Clever-fan, maar ook leuk en uitdagend voor liefhebbers van het betere dobbelspel!</p>",999Games,,Gezelschapsspel,"Abstract, Competitie, Dobbelen, Puzzelen, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_4-ever_L_1_1.png?v=1685099766,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Competitie
Puzzelen",,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,Dobbelen,Nederlands,Abstract,,999Games,"'- Nieuwe editie in de Clever-serie
- Nieuwe categorieën en bonusacties
- Uitdagend dobbelplezier, wie maakt de slimste combo’s?",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-4ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever4Ever_speelmateriaalmetdoos_1.png?v=1685099767,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever4ever-extra-scoreblokken,Clever4Ever extra scoreblokken,"<p><b data-mce-fragment=""1"">Twee scoreblokken voor Clever 4Ever samen in een pakketje!</b></p>
<p>Ben je door je scorebladen van Clever 4Ever heen? Geen nood. Met deze twee extra scoreblokken kun je voorlopig verder!</p>",999Games,,Gezelschapsspel,"Abstract, Dobbelen, Dobbelspel, Dobbelstenen, Puzzelen, Puzzelspel, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever4Everscoreblokken1.png?v=1700511007,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,Dobbelen,Nederlands,Abstract,,999Games,"'- Nooit meer een excuus om géén Clever4Ever te kunnen spelen met deze 2 scoreblokken!
- Superhandig om mee te nemen",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-challenge-1-extra-scoreblokken,Clever Challenge 1 extra scoreblokken,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Twee scoreblokken voor de Clever Challenge samen geseald in een pakketje!</b><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Voor de doorgewinterde dobbelaar die het scoreformulier van Clever kan dromen is er het<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">Clever Challenge scoreblok.</b></p>
<p data-mce-fragment=""1"">Kleine wijzigingen in de lay-out bieden tal van nieuwe mogelijkheden om die topscore te halen. Het<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">Challenge scoreblok</b><span data-mce-fragment=""1""> </span>heeft verder precies dezelfde regels als het normale spel, maar de bonussen en voorwaarden op het blaadje zijn anders. Maak je klaar om de dobbelsensatie Clever te herontdekken!</p>",999Games,,Gezelschapsspel,"Abstract, Dobbelen, Dobbelspel, Dobbelstenen, Puzzelen, Puzzelspel, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/CleverChallenge1scoreblokken1.png?v=1700509992,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,Dobbelen,Nederlands,Abstract,,999Games,"'- Dit speciale blok creëert met kleine wijzigingen in de lay-out nieuwe uitdagingen! 
- Een absolute must voor alle fans van Clever!",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-deluxe-dobbelspel,Clever Deluxe - Dobbelspel,"<p><b>Bijzondere Luxe editie van dit uitdagende dobbelspel</b></p>
<p><br><span>Kies je dobbelstenen slim. Alleen dan kun je kettingreacties activeren. Vul een gekozen dobbelsteen altijd in een categorie van dezelfde kleur in en scoor de bijbehorende punten. In dit dobbelspel zijn alle spelers voortdurend bezig. Daardoor is het tot het einde razend spannend! Deze speciale editie heeft een luxe dobbelbak, uitwisbare tableaus, grote luxe dobbelstenen en een wisser, waardoor je geen scoreblokken nodig hebt. Verder kun je op de achterkanten van de tableaus een variant spelen met categorieën uit de eerste vier uitbreidingen op Clever en één hele nieuwe kleurcategorie!</span></p>
<p><span>Deze editie van Clever is zeer geschikt voor spelers die het fijn vinden als een spel luxe uitstraalt. Spelers die nog meer uitdaging willen, kunnen de achterkanten van de tableaus proberen. Die bevatten andere categorieën en maken het spel nog interessanter! Perfect cadeauartikel voor de ware Clever-fan!</span></p>",999Games,Uncategorized,Gezelschapsspel,"Abstract, Dobbelen, Push Your Luck, Puzzelen, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever-Deluxe_L.png?v=1730987747,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,"Dobbelen
Push your luck",Nederlands,Abstract,,999Games,"'- Luxe editie van het populaire dobbelspel
- Met een luxe dobbelbak en uitwisbare tableaus
- Kunststof dobbelstenen
- Inclusief uitdagende variant",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-deluxe-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_deluxe_sfeerfoto4.png?v=1730987747,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-deluxe-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_deluxe_speelmateriaal2.png?v=1730987746,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-deluxe-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_deluxe_sfeerfoto2.png?v=1730987746,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-deluxe-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_deluxe_sfeerfoto1.0.png?v=1730987746,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-deluxe-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_deluxe_speelsituatiemetdoos.png?v=1730987746,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-junior,Clever Junior,"<p><span data-mce-fragment=""1"">Speel nu Clever met de kleintjes! Rol met de dobbelstenen, kies alles van dezelfde kleur en vul de uitkomst in op je scorevel. Je tegenspelers kunnen kiezen uit de dobbelstenen die jij laat liggen. Clever Junior is dankzij het feestelijke thema en de versimpelde regels bij uitstek geschikt voor jonge spelers. Tegelijkertijd speelt dit dobbelspel nog steeds als een echte Clever. Dobbelen maar!</span></p>
<p> </p>
<p><span>Clever Junior is een </span>versimpelde en vrolijke versie<span> van het populaire dobbelspel Clever. De spelregels zijn makkelijk te leren. Dankzij de bekende Clever-opzet, het kiezen uit een aantal dobbelstenen en de rest doorgeven aan je medespelers, hoeft niemand lang op zijn beurt te wachten.</span></p>",999Games,,Gezelschapsspel,"Dieren, Dobbelen, Eten, feest, kids, Roll & Write, Set collection, Verzamelen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever_Junior_L_1.png?v=1686754865,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Verzamelen,,,5+,Makkelijk,,Roll/Flip & Write,±15 minuten,Dobbelen,Nederlands,"Dieren
Eten",,999Games,"'- Dobbel jouw feestje compleet!
- Versimpelde vrolijke versie van Clever",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/CleverJunior_speelmateriaalmetdoos_1.png?v=1686754869,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/CleverJunior_sfeerfoto_1.png?v=1686754872,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-scoreblok-2x,Clever Scoreblok 2x,"<span data-mce-fragment=""1"">Twee scoreblokken voor Clever. Nu kunnen alle spelers die slim, snel en Clever hun blok vol hebben gespeeld weer vervangende blokken kopen!</span>",999Games,,Gezelschapsspel,"Abstract, Competitie, Dobbelen, Uitbreiding",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever-Scoreblokken_1.png?v=1687941519,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Competitie,,,8+,Makkelijk,,Uitbreiding,±30 minuten,Dobbelen,Nederlands,Abstract,,999Games,'- Blijf doorgooien met 2 extra scoreblokjes,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-tot-de-3e-macht-challenge-1-extra-scoreblokken,Clever tot de 3e macht Challenge 1 extra scoreblokken,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Twee scoreblokken voor Clever tot de Derde Macht Challenge 1! samen geseald in een pakketje!.</b><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Voor doorgewinterde Clever-spelers</b><span data-mce-fragment=""1""> </span>en andere mensen op zoek naar een uitdaging is er nu<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">Clever tot de 3e Macht: Challenge 1!</b></p>
<p data-mce-fragment=""1"">Deze<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">extra scoreblokken voor Clever tot de 3e Macht</b><span data-mce-fragment=""1""> </span>verschillen van de vellen van het originele spel.</p>
<p data-mce-fragment=""1"">De spelregels zijn verder hetzelfde, maar moeten nu worden gebruikt op een scorevel dat net wat anders werkt. Zo is de lay-out van de gele en de blauwgroene categorie compleet veranderd en moet je bij de blauwe categorie nu rekening houden met door elkaar lopende plus- en mintekens.</p>",999Games,,Gezelschapsspel,"Abstract, Dobbelen, Dobbelspel, Dobbelstenen, Puzzelen, Puzzelspel, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clevertotde3eMachtChallenge1scoreblokken1.png?v=1700510346,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±20 minuten,Dobbelen,Nederlands,Abstract,,999Games,"'- Voor nóg meer Clever uitdaging!
- Kleine verschillen met het originele Clever tot de 3e Macht: Challenge 1, maar daardoor zeker niet minder leuk",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-tot-de-3e-macht-challenge-1-extra-scoreblokken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clevertotde3eMachtChallenge1scoreblokken2.png?v=1700510345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-tot-de-3e-macht-dobbelspel,Clever tot de 3e macht - Dobbelspel,"<p><b>Het derde deel van de razendpopulaire dobbelspellenreeks Clever.</b></p>
<p>In<span> </span><b>Clever tot de 3e macht</b><span> </span>wachten de spelers nieuwe uitdagingen en beslissingen. De volgorde van de gekozen<br>dobbelstenen kan bepalend zijn om bepaalde velden te kunnen vullen... wellicht zelfs meerdere tegelijk. Zo<br>wordt het moment van kiezen veel belangrijker dan voorheen. Bij de keuze tussen punten en bonussen is het<br>van belang om steeds weer te overwegen welke route naar het perfecte eindresultaat leidt.<br></p>
<p>In<span> </span><b>Clever tot de 3e macht</b><span> </span>wachten de spelers<span> </span><b>nieuwe uitdagingen en beslissingen.</b><span> </span>De volgorde van de gekozen dobbelstenen kan bepalend zijn om bepaalde velden te kunnen vullen... wellicht zelfs meerdere tegelijk. Zo wordt het moment van kiezen veel belangrijker dan voorheen. Bij de keuze tussen punten en bonussen is het van belang om steeds weer te overwegen welke route naar het perfecte eindresultaat leidt.</p>
<p>Dobbel en vul één van je geworpen dobbelstenen in de bijbehorende categorie in. Elke categorie levert op een andere manier punten op.<span> </span><b>Kies slim</b><span> </span>en let goed op de overgebleven dobbelstenen. Je moet slim kiezen om ook in volgende beurten voldoende keuze te hebben. Het is daarnaast belangrijk om de worpen van de andere spelers niet uit het oog te verliezen. Wie na een bepaald aantal ronden de meeste punten heeft, wint het spel.</p>
<!---->",999Games,Uncategorized,Gezelschapsspel,"Abstract, Dobbelen, Push Your Luck, Puzzelen, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever-Tot-de-3e-Macht_L.png?v=1719501774,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±30 minuten,"Dobbelen
Push your luck",Nederlands,Abstract,,999Games,"'- Het derde deel in de Clever-reeks, dé dobbelsensatie van de afgelopen jaren.
- Alle spelers spelen tegelijkertijd, je hoeft dus nooit lang te wachten.
- Zeer geschikt voor 2 spelers, en er is zelfs een hele leuke solovariant.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-tot-de-3e-macht-dobbelspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clever-Tot-de-3e-Macht-spel.png?v=1719501774,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clever-tot-de-3e-macht-extra-scoreblokken,Clever tot de 3e macht extra scoreblokken,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Twee scoreblokken voor Clever tot de Derde Macht samen geseald in een pakketje!</b><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Ben je door je<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">scorebladen van Clever tot de Derde Macht</b><span data-mce-fragment=""1""> </span>heen? Geen nood. Met deze twee extra scoreblokken kun je voorlopig verder dobbelen!</p>",999Games,,Gezelschapsspel,"Abstract, Dobbelen, Dobbelspel, Dobbelstenen, Puzzelen, Puzzelspel, Roll & Write",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clevertotde3eMachtscoreblokken1.png?v=1700510720,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Puzzelen,,,8+,Makkelijk,,Roll/Flip & Write,±20 minuten,Dobbelen,Nederlands,Abstract,,999Games,"'- Geen excuses meer om nog meer Clever tot de 3e macht te kunnen spelen met deze scoreblokjes!
- Handig om mee te nemen",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
clever-tot-de-3e-macht-extra-scoreblokken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Clevertotde3eMachtscoreblokken2.png?v=1700510720,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudy-kingdom-kaartspel,Cloudy Kingdom - Kaartspel,,Hotgames,Toys & Games > Games > Card Games,Gezelschapsspel,,,Title,Default Title,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
codenames,Codenames,"<p data-mce-fragment=""1"">De twee rivaliserende geheime diensten kennen de geheime identiteit van de 25 spionnen. Hun teamgenoten kennen deze spionnen enkel bij hun codenaam.</p>
<p data-mce-fragment=""1"">Beide teams gaan met elkaar de strijd aan en proberen als eerste contact te leggen met hun spionnen. Elk hoofd van de geheime dienst geeft aanwijzingen door één woord te noemen dat van betrekking is op meerdere worden op tafel. Zijn teamgenoten proberen de woorden van hun kleur te raden zonder daarbij spionnen van de tegenstander aan te wijzen. En natuurlijk wil iedereen wil uit de buurt van de huurmoordenaar blijven.</p>",White Goblin Games,,Gezelschapsspel,"Abstract, Competitie, Kaartspel, Partyspel, Set collection",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/8718026301798_1.jpg?v=1704367092,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers
6 spelers
7 spelers
8 spelers",2 tot 8 spelers,,Competitie,,,10+,Makkelijk,,Kaartspel,±15 minuten,Set collection,Nederlands,"Partyspel
Abstract",,White Goblin Games,"'- Terechte winnaar Spiel des Jahres
- Veel herspeelbaarheid",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
codenames,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/8718026301798_1_1.jpg?v=1704367092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codenames,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/8718026301798_2_1.jpg?v=1704367092,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codenames-disney,Codenames Disney,"<p>Twee teams strijden om als eerste al hun Disney kaarten van hun sleutel kaart te vinden. Alleen de spelleider van elk team weet welke kaarten de rest van het team zal moeten vinden. De spelleiders geven een aanwijzing in de vorm van een codewoord en het is aan jullie om de juiste Disney kaarten aan te wijzen. Let op dat je een goed codewoord gebruikt en niet per ongeluk het andere team helpt. Vind als eerste alle schatten en je team wint het spel!</p>
<p>Wat is er anders? Natuurlijk zijn deze kaarten voorzien van Disney figuren. Daarnaast zijn er sleutelkaarten voor de makkelijke versie met een 4 × 4 vierkant én sleutelkaarten voor een moeilijker spel met een 5 × 5 vierkant. Beslis welke versie je speelt voor de voorbereiding.  Tips voor aanwijzingen geven, het aantal pogingen om te raden en geldige aanwijzingen die zijn toegestaan, zijn anders en staan uitvoerig beschreven in de spelregels. Lees deze goed door voor je het spel begint.</p>
<p>Of je Codenames nu wint of verliest, het ontcijferen van de aanwijzingen is een uitdaging. Voeg de magie van Disney toe aan Codenames en je beleeft een nieuw avontuur!</p>",White Goblin Games,,Gezelschapsspel,"Abstract, Competitie, Kaartspel, Partyspel, Set collection",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/CodenamesDisney_3D_1.jpg?v=1704367678,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers
6 spelers
7 spelers
8 spelers",2 tot 8 spelers,,Competitie,,,10+,Makkelijk,,Kaartspel,±15 minuten,Set collection,Nederlands,"Partyspel
Abstract",,White Goblin Games,"'- Speel hem los, of voeg toe aan het bestaande spel!",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
